property_id,property_name,address,city,state,zip_code,market,submarket,property_type,building_class,total_sqft,rentable_sqft,num_floors,year_built,building_age,last_renovated,parking_spaces,parking_ratio,property_value,value_per_sqft,noi_annual,noi_per_sqft,cap_rate,base_rent_psf,effective_rent_psf,potential_rental_income,effective_rental_income,occupancy_rate,occupied_sqft,vacant_sqft,market_vacancy_rate,opex_total_annual,opex_per_sqft,property_tax_annual,insurance_annual,utilities_annual,maintenance_annual,management_fee_annual,cam_annual,num_tenants,walt_years,walt_months,lease_expiry_next_12mo_sqft,avg_tenant_size_sqft,largest_tenant_sqft,tenant_concentration_risk,loan_amount,loan_to_value,debt_service_coverage_ratio,debt_yield,leed_certified,leed_level,energy_star_score,energy_star_certified,annual_energy_use_kbtu,energy_cost_annual,energy_cost_psf,water_usage_gallons,water_cost_annual,waste_diversion_rate,ghg_emissions_mtco2e,market_tier,market_rent_growth_yoy,market_cap_rate,market_absorption_sf,maintenance_risk_score,tenant_risk_score,market_risk_score,esg_risk_score,management_company,acquisition_date,last_appraisal_date,last_inspection_date
CBRE_00266,Retail at San Antonio - 266,3155 Park Plaza,San Antonio,TX,92579,San Antonio,San Antonio_Zone_1,Retail,C,67756,62335,1,1988,36,2010.0,268,3.96,714671.88,10.55,51456.38,0.76,0.072,11.98,10.78,811525.68,744980.07,0.937,63469,4287,0.058,693523.7,10.24,176664.87,50481.77,218043.59,67998.23,30407.35,149927.88,3,4.89,58.7,13858,21156,16189,0.529,434713.5,0.548,1.92,0.088,False,,40,False,2635385,138259,3.24,1350038,26196,0.39,357.75,2,0.028,0.072,39143,0.81,0.14,0.36,0.57,Cushman & Wakefield,2022-11-05,2024-05-21,2024-02-23
CBRE_00267,Data Center at Austin - 267,4834 Business St,Austin,TX,56666,Austin,Austin_Zone_2,Data Center,C,24384,22434,1,1986,38,2018.0,72,2.95,964348.64,39.55,62296.92,2.55,0.0646,22.05,19.85,537758.98,425070.56,0.807,19668,4716,0.153,362773.64,14.88,116488.94,9298.37,56461.24,82170.8,17349.82,81004.47,1,5.29,63.4,4613,19668,19668,0.364,660614.84,0.612,1.95,0.109,False,,29,False,3596078,76534,3.39,460444,17733,0.25,132.35,1,0.037,0.0646,72924,0.82,0.4,0.47,0.65,Colliers,2017-02-21,2024-04-28,2024-09-08
CBRE_00268,Mixed Use at Dallas - 268,1783 Commerce Plaza,Dallas,TX,57801,Dallas,Dallas_Zone_5,Mixed Use,C,154580,142213,23,2013,11,2023.0,462,1.99,5533346.02,35.8,378480.87,2.45,0.0684,15.85,14.27,2450755.63,2066534.85,0.86,133005,21574,0.134,1688053.99,10.92,556346.47,57032.08,414657.82,250325.77,84348.36,325343.49,23,3.97,47.7,38927,5783,28386,0.292,3317072.98,0.738,1.75,0.082,True,Platinum,72,False,8986870,458939,2.92,2859260,44771,0.85,908.41,1,0.042,0.0684,61125,0.41,0.13,0.49,0.14,Newmark,2019-05-18,2024-07-30,2023-10-22
CBRE_00269,Office at Chicago - 269,7108 Business Blvd,Chicago,IL,70945,Chicago,Chicago_Zone_5,Office,B,94383,86832,22,1976,48,2009.0,188,1.99,20186935.18,213.88,1413085.46,14.97,0.07,36.5,32.85,3444694.13,2539639.7,0.752,71005,23378,0.201,1126554.24,11.94,262165.7,34088.27,319468.44,159669.08,103658.76,247503.99,4,2.79,33.5,28315,17751,24892,0.346,13903644.28,0.522,1.88,0.113,False,,49,False,4222215,205960,2.1,1417743,47718,0.15,578.51,1,0.015,0.07,45344,0.6,0.31,0.56,0.62,CBRE,2022-01-18,2024-02-08,2023-10-17
CBRE_00270,Industrial at Chicago - 270,1996 Main Blvd,Chicago,IL,17883,Chicago,Chicago_Zone_5,Industrial,B,149093,137166,2,1988,36,2006.0,447,4.0,-13795146.18,-92.53,-772528.19,-5.18,0.056,5.64,5.08,841524.57,786736.72,0.954,142231,6862,0.058,1559264.91,10.46,495816.07,82476.23,337214.59,173242.2,32111.7,438404.1,1,2.84,34.1,44728,142231,142231,0.048,-9419826.22,0.747,1.38,0.115,False,,42,False,5774785,406183,3.47,1723687,100429,0.31,913.84,1,0.016,0.056,75025,0.54,0.49,0.51,0.59,JLL,2017-08-20,2023-05-20,2023-10-27
CBRE_00271,Mixed Use at Miami - 271,7557 Main Way,Miami,FL,20807,Miami,Miami_Zone_3,Mixed Use,C,158172,145518,20,2015,9,,632,3.0,34193289.05,216.18,2111435.6,13.35,0.0617,28.57,25.71,4518983.94,3923405.29,0.886,140128,18044,0.099,1811969.7,11.46,413524.8,76797.48,437891.38,178727.79,160138.99,544889.25,9,3.73,44.7,42429,15570,44802,0.037,22979381.38,0.746,1.8,0.118,False,,50,False,7010766,560398,2.04,3173146,76171,0.22,852.08,1,0.046,0.0617,32407,0.56,0.16,0.48,0.59,CBRE,2015-05-29,2023-09-29,2023-10-26
CBRE_00272,Industrial at San Antonio - 272,8291 Main Way,San Antonio,TX,51401,San Antonio,San Antonio_Zone_1,Industrial,B,99436,91482,1,2015,9,,396,3.98,-7383575.02,-74.25,-457781.65,-4.6,0.062,6.05,5.44,601589.71,540679.97,0.917,91193,8244,0.065,998461.62,10.04,220313.96,58640.08,328576.66,70848.44,22068.57,298013.91,1,1.69,20.3,29831,91193,91193,0.227,-4208735.97,0.568,1.3,0.093,False,,73,False,3061863,324922,3.14,1565014,39327,0.25,492.26,2,0.032,0.062,77045,0.4,0.58,0.36,0.51,Cushman & Wakefield,2023-07-24,2024-12-13,2024-09-25
CBRE_00273,Retail at Los Angeles - 273,3881 Market Blvd,Los Angeles,CA,18631,Los Angeles,Los Angeles_Zone_1,Retail,A,55328,50902,1,1986,38,2019.0,220,2.98,29579117.24,534.61,1715588.8,31.01,0.058,50.42,45.38,2789812.94,2521386.69,0.922,51025,4303,0.068,805797.89,14.56,240727.13,24948.45,139695.64,96176.71,102913.74,201336.22,2,6.36,76.3,8699,25512,9459,0.29,16628960.18,0.608,1.72,0.097,False,,62,False,2593371,117918,2.8,1188041,41446,0.37,312.82,1,0.024,0.058,55919,0.44,0.19,0.49,0.5,JLL,2022-04-24,2024-08-25,2023-06-26
CBRE_00274,Multifamily at Austin - 274,6960 Park St,Austin,TX,92172,Austin,Austin_Zone_3,Multifamily,C,99063,91138,15,1986,38,2011.0,396,3.0,12755657.55,128.76,824015.48,8.32,0.0646,25.73,23.16,2548749.98,2109958.71,0.845,83682,15381,0.153,1285943.23,12.98,458523.38,52626.86,203959.03,113375.68,86120.76,371337.52,99,0.5,6.0,29719,845,19801,0.315,6381295.19,0.725,1.63,0.095,False,,43,False,4708505,277343,2.07,2210695,52257,0.3,530.24,1,0.036,0.0646,23372,0.73,0.36,0.47,0.59,Newmark,2019-06-25,2024-03-13,2024-03-07
CBRE_00275,Industrial at San Antonio - 275,4483 Market Ave,San Antonio,TX,44361,San Antonio,San Antonio_Zone_4,Industrial,A,137110,126141,2,2015,9,,411,3.0,-6000901.01,-43.77,-372055.86,-2.71,0.062,9.55,8.59,1309221.94,1212357.92,0.945,129557,7553,0.065,1584413.78,11.56,630756.91,71041.96,217788.73,131192.94,49484.0,484149.25,1,1.03,12.3,41133,129557,129557,0.584,-3831321.63,0.683,1.19,0.08,False,,70,False,4718363,310373,3.33,1811333,63031,0.29,656.85,2,0.032,0.062,58748,0.16,0.62,0.36,0.5,CBRE,2018-12-10,2024-06-03,2023-01-16
CBRE_00276,Office at Houston - 276,8593 Market Plaza,Houston,TX,66997,Houston,Houston_Zone_3,Office,A,56236,51737,20,2014,10,,112,2.99,11677900.28,207.66,875842.52,15.57,0.075,35.81,32.23,2013675.18,1629320.93,0.826,46431,9805,0.224,753478.41,13.4,220434.68,38582.4,181148.63,57352.44,66502.9,189457.36,8,1.31,15.7,16871,5804,14961,0.47,6299092.55,0.648,1.78,0.117,True,Silver,92,True,3527010,169836,3.44,1237860,27898,0.71,250.91,1,0.027,0.075,7333,0.23,0.35,0.54,0.12,CBRE,2018-08-26,2024-11-07,2024-12-05
CBRE_00277,Office at Houston - 277,5681 Business Way,Houston,TX,31952,Houston,Houston_Zone_5,Office,C,117739,108320,25,1980,44,2010.0,351,2.98,5938184.26,50.44,445363.82,3.78,0.075,22.18,19.96,2611508.4,1899613.16,0.742,87391,30348,0.224,1454249.34,12.35,443798.23,80603.35,277594.3,251688.76,77535.23,323029.46,6,1.93,23.1,35322,14565,14532,0.128,4279909.93,0.677,1.89,0.095,False,,39,False,5992338,325098,2.04,2457280,48257,0.13,618.52,1,0.03,0.075,56909,0.79,0.35,0.54,0.66,Newmark,2020-01-19,2024-04-02,2023-04-05
CBRE_00278,Medical Office at Miami - 278,8170 Park Plaza,Miami,FL,11320,Miami,Miami_Zone_4,Medical Office,B,39313,36168,5,1981,43,1995.0,117,2.98,14335840.1,364.66,885238.13,22.52,0.0617,41.51,37.36,1631979.21,1462379.08,0.914,35946,3367,0.099,577140.95,14.68,131535.17,29153.24,135280.34,77219.87,59688.94,144263.39,4,2.23,26.7,11794,8987,9137,0.44,10485033.92,0.594,1.79,0.101,False,,41,False,2763952,99078,3.88,705721,27472,0.27,214.66,1,0.029,0.0617,32554,0.73,0.3,0.48,0.61,Cushman & Wakefield,2021-06-29,2023-08-17,2024-12-02
CBRE_00279,Office at Los Angeles - 279,7419 Main Way,Los Angeles,CA,25234,Los Angeles,Los Angeles_Zone_5,Office,B,74266,68325,27,2010,14,2021.0,148,3.99,34967513.21,470.84,2167985.82,29.19,0.062,50.22,45.2,3729889.62,2974058.45,0.814,60425,13841,0.195,806072.63,10.85,222563.73,55726.61,126085.16,87311.87,121390.14,192995.11,9,4.73,56.8,15686,6714,15004,0.139,21249418.23,0.662,1.46,0.089,True,Platinum,96,True,4035313,231853,2.29,1362843,29079,0.54,413.65,1,0.022,0.062,53974,0.35,0.12,0.54,0.17,Cushman & Wakefield,2019-03-26,2023-03-21,2024-10-07
CBRE_00280,Mixed Use at New York - 280,7493 Park St,New York,NY,79939,New York,New York_Zone_3,Mixed Use,A,126366,116257,7,1983,41,1997.0,378,1.99,135882078.91,1075.3,7099838.62,56.18,0.0522,82.7,74.43,10450665.25,9008115.0,0.88,111146,15220,0.118,1908276.38,15.1,337262.18,63634.4,439247.75,302377.98,367678.16,398075.9,5,1.42,17.0,37910,22229,42881,0.214,100727370.67,0.622,1.24,0.098,False,,55,False,6816185,504846,2.65,2238113,91971,0.26,685.04,1,0.017,0.0522,56266,0.6,0.35,0.53,0.56,Cushman & Wakefield,2018-06-27,2023-10-06,2024-11-13
CBRE_00281,Office at Austin - 281,2651 Commerce Way,Austin,TX,36543,Austin,Austin_Zone_1,Office,C,44229,40690,5,1997,27,2018.0,132,2.98,6561808.51,148.36,446202.98,10.09,0.068,28.61,25.75,1265375.46,935780.62,0.755,33376,10853,0.218,489577.64,11.07,201845.49,28435.72,67924.26,58574.01,38195.13,94603.03,1,3.07,36.8,13269,33376,33376,0.463,4255504.47,0.677,1.86,0.085,False,,42,False,2734274,131029,2.9,723512,22359,0.18,344.11,1,0.043,0.068,66666,0.72,0.54,0.49,0.63,Colliers,2016-07-20,2024-01-28,2024-06-10
CBRE_00282,Office at Dallas - 282,810 Main Blvd,Dallas,TX,42806,Dallas,Dallas_Zone_4,Office,B,89954,82758,22,1981,43,1988.0,267,3.96,16995748.04,188.94,1223693.86,13.6,0.072,31.48,28.33,2831786.36,2269793.75,0.818,73573,16381,0.192,1046099.89,11.63,248370.81,66105.69,212655.44,199027.19,92644.64,227296.12,5,1.24,14.9,26986,14715,13387,0.478,10629267.48,0.506,1.45,0.11,False,,48,False,4967390,223847,2.67,2064065,46356,0.18,549.92,1,0.045,0.072,63015,0.63,0.38,0.5,0.61,Cushman & Wakefield,2018-07-18,2024-08-03,2023-04-26
CBRE_00283,Multifamily at Austin - 283,2111 Main Plaza,Austin,TX,24751,Austin,Austin_Zone_2,Multifamily,B,108932,100218,8,2011,13,2020.0,324,1.98,21888024.28,200.93,1413966.37,12.98,0.0646,33.02,29.72,3597004.34,2878541.09,0.817,88953,19979,0.153,1464574.72,13.44,528307.37,76559.69,245652.42,202132.23,117491.47,294431.53,108,0.5,6.0,32680,824,21398,0.163,14772003.01,0.573,1.85,0.083,False,,57,False,5108043,348987,3.15,1838305,39894,0.13,637.94,1,0.041,0.0646,59036,0.39,0.36,0.47,0.6,Newmark,2015-05-16,2024-04-08,2023-09-05
CBRE_00284,Mixed Use at Chicago - 284,1887 Main Way,Chicago,IL,23690,Chicago,Chicago_Zone_1,Mixed Use,B,161012,148131,10,2016,8,,483,4.0,25917421.16,160.97,1723508.51,10.7,0.0665,28.18,25.36,4537374.82,3962615.43,0.891,143486,17526,0.141,2239106.92,13.91,719297.26,88930.32,526677.77,412652.36,161739.41,329809.81,7,2.3,27.6,48304,20498,42343,0.226,15368124.39,0.575,1.88,0.12,False,,64,False,8468073,578078,3.56,2468329,87681,0.22,1180.58,1,0.02,0.0665,41771,0.38,0.26,0.55,0.55,Newmark,2019-09-10,2023-01-14,2023-09-03
CBRE_00285,Industrial at San Antonio - 285,2696 Commerce Plaza,San Antonio,TX,27167,San Antonio,San Antonio_Zone_5,Industrial,B,98087,90240,2,1997,27,2013.0,294,2.0,-6064432.88,-61.83,-375994.84,-3.83,0.062,6.12,5.51,600162.32,541051.95,0.92,90231,7856,0.065,917046.79,9.35,254542.94,66139.39,202496.71,152383.29,22083.75,219400.7,1,2.71,32.5,29426,90231,90231,0.261,-3741925.48,0.746,1.62,0.106,False,,56,False,3203407,271135,3.19,1083548,34677,0.32,469.57,2,0.022,0.062,97769,0.5,0.51,0.36,0.54,Colliers,2016-12-17,2023-04-07,2024-01-12
CBRE_00286,Office at Houston - 286,6199 Commerce St,Houston,TX,36558,Houston,Houston_Zone_5,Office,B,111090,102203,31,2016,8,,222,2.0,8097042.99,72.89,607278.22,5.47,0.075,23.61,21.25,2622437.19,1906833.56,0.742,82425,28666,0.224,1299555.34,11.7,475731.46,36655.74,170809.03,273382.58,77829.94,265146.58,4,3.86,46.3,28795,20606,30995,0.272,5929335.5,0.615,1.8,0.104,False,,65,False,5646840,443124,2.08,1381307,81710,0.31,471.27,1,0.034,0.075,42749,0.36,0.25,0.54,0.51,Newmark,2017-03-23,2024-01-23,2024-03-30
CBRE_00287,Data Center at Houston - 287,2510 Business Way,Houston,TX,89172,Houston,Houston_Zone_2,Data Center,C,37682,34668,2,2004,20,2022.0,111,3.93,983251.78,26.09,70056.69,1.86,0.0712,16.67,15.0,628088.07,541491.93,0.88,33150,4532,0.157,471435.24,12.51,139269.09,15990.37,89059.83,110281.79,22101.71,94732.46,3,3.05,36.6,11305,11050,13151,0.185,658301.91,0.574,1.63,0.109,True,Silver,74,False,6168089,125598,3.74,868639,20626,0.82,215.52,1,0.03,0.0712,71563,0.53,0.28,0.51,0.15,Cushman & Wakefield,2015-04-16,2023-07-15,2023-05-25
CBRE_00288,Office at Los Angeles - 288,9125 Commerce Plaza,Los Angeles,CA,53724,Los Angeles,Los Angeles_Zone_1,Office,B,72845,67017,25,2011,13,2020.0,288,1.98,29117938.73,399.73,1805312.2,24.78,0.062,50.34,45.31,3667289.53,2860347.51,0.796,57976,14869,0.195,1055035.31,14.48,260944.33,27694.93,213501.17,149582.54,116748.88,286563.47,5,2.27,27.2,21853,11595,22062,0.351,16673525.76,0.585,1.95,0.087,False,,74,False,3272711,211840,3.6,1571623,54759,0.17,446.74,1,0.019,0.062,43806,0.39,0.32,0.54,0.53,CBRE,2020-09-24,2024-06-13,2024-02-01
CBRE_00289,Office at Los Angeles - 289,6706 Main Plaza,Los Angeles,CA,42780,Los Angeles,Los Angeles_Zone_4,Office,A,98223,90365,17,2005,19,2020.0,294,2.99,47986433.53,488.55,2975158.88,30.29,0.062,56.07,50.46,5507102.05,4264953.23,0.79,77621,20602,0.195,1289794.35,13.13,205453.81,77099.82,328990.31,236020.87,174079.72,268149.82,10,3.08,36.9,29467,7762,26355,0.184,31536027.01,0.657,1.99,0.096,True,Platinum,92,True,5039037,319112,3.65,2362424,66976,0.7,560.53,1,0.027,0.062,49387,0.26,0.23,0.54,0.13,Cushman & Wakefield,2020-06-10,2024-10-08,2024-07-11
CBRE_00290,Multifamily at New York - 290,6759 Park Ave,New York,NY,62714,New York,New York_Zone_4,Multifamily,A,129896,119504,3,2023,1,,516,2.98,123199116.77,948.45,6437153.85,49.56,0.0522,74.09,66.68,9623620.18,8225875.71,0.872,113296,16600,0.118,1788721.86,13.77,493488.77,61703.03,310207.94,121064.54,335750.03,466507.54,129,0.5,6.0,38969,878,36591,0.166,91084706.02,0.749,1.77,0.089,False,,87,True,4586850,367544,3.71,2705465,94867,0.12,839.53,1,0.017,0.0522,19227,0.12,0.35,0.53,0.5,Cushman & Wakefield,2017-05-19,2023-03-28,2023-06-30
CBRE_00291,Office at Austin - 291,5261 Commerce Blvd,Austin,TX,52348,Austin,Austin_Zone_2,Office,C,85036,78233,32,2014,10,,255,3.0,13073528.62,153.74,888999.95,10.45,0.068,31.59,28.43,2685925.12,2119142.92,0.805,68461,16575,0.218,1230142.98,14.47,388610.26,50749.95,215651.26,179856.63,86495.63,308779.24,3,3.69,44.3,23025,22820,11824,0.1,9237290.33,0.584,1.38,0.102,True,Platinum,74,False,5092011,339016,2.26,913232,52434,0.73,623.22,1,0.051,0.068,41907,0.54,0.26,0.49,0.18,JLL,2015-11-04,2023-12-18,2023-03-07
CBRE_00292,Office at Austin - 292,8489 Business Blvd,Austin,TX,27352,Austin,Austin_Zone_5,Office,A,81440,74925,23,2001,23,2014.0,162,3.98,46863739.51,575.44,3186734.29,39.13,0.068,61.87,55.69,5038941.95,4119987.79,0.834,67947,13493,0.218,933253.51,11.46,225850.63,55045.15,137631.17,120624.35,168162.77,225939.44,4,3.59,43.1,22692,16987,10256,0.126,26661787.77,0.544,1.81,0.118,False,,65,False,3763310,188222,3.92,860556,64059,0.23,327.27,1,0.051,0.068,57578,0.31,0.23,0.49,0.54,JLL,2022-12-09,2024-12-05,2024-02-03
CBRE_00293,Office at Austin - 293,651 Business Plaza,Austin,TX,97486,Austin,Austin_Zone_2,Office,A,70839,65172,36,2005,19,2014.0,140,3.95,36464295.63,514.75,2479572.1,35.0,0.068,60.44,54.39,4281236.97,3492091.57,0.832,58961,11878,0.218,1012519.46,14.29,338817.13,50336.04,138102.34,163727.95,142534.35,179001.66,8,2.02,24.2,21252,7370,16364,0.234,20534823.35,0.739,1.18,0.118,False,,56,False,3454726,148595,2.58,1543879,46149,0.12,342.53,1,0.034,0.068,44365,0.31,0.3,0.49,0.61,Cushman & Wakefield,2020-09-17,2023-07-25,2024-07-08
CBRE_00294,Industrial at Dallas - 294,3756 Market Ave,Dallas,TX,97154,Dallas,Dallas_Zone_3,Industrial,C,102694,94478,1,2010,14,2015.0,306,3.97,-9383299.02,-91.37,-544231.34,-5.3,0.058,6.23,5.61,639836.04,569525.99,0.908,93274,9419,0.074,1113757.33,10.85,429241.26,56981.73,236932.56,115488.57,23245.96,251867.25,1,0.86,10.3,30808,93274,93274,0.367,-5041401.84,0.739,1.49,0.115,False,,47,False,3147661,317913,2.05,2204145,56332,0.27,667.75,1,0.026,0.058,10458,0.48,0.64,0.46,0.59,Cushman & Wakefield,2021-04-24,2024-04-27,2024-05-23
CBRE_00295,Office at Miami - 295,2404 Market Ave,Miami,FL,76189,Miami,Miami_Zone_2,Office,A,35049,32245,11,2010,14,2017.0,140,3.0,23462815.55,669.44,1525083.01,43.51,0.065,68.2,61.38,2390490.48,2045013.46,0.873,30595,4453,0.142,519930.45,14.83,147959.71,25625.85,76775.7,52917.93,83469.94,133181.32,2,1.5,18.1,10515,15298,10394,0.348,15970915.84,0.567,1.85,0.12,True,Certified,100,True,1601218,103256,3.6,765261,22992,0.41,189.12,1,0.037,0.065,57215,0.22,0.44,0.48,0.2,Cushman & Wakefield,2020-11-16,2023-12-29,2023-03-24
CBRE_00296,Multifamily at Austin - 296,8685 Park Plaza,Austin,TX,26011,Austin,Austin_Zone_2,Multifamily,B,97169,89395,4,2010,14,2019.0,194,2.0,22080953.59,227.24,1426429.6,14.68,0.0646,32.33,29.1,3141484.12,2684343.95,0.872,84723,12445,0.153,1257914.35,12.95,450498.2,69754.57,190404.05,87004.49,109565.06,350687.99,97,0.74,8.9,29151,873,22307,0.292,16137215.84,0.518,1.83,0.089,False,,63,False,3793821,295282,3.57,2193876,53466,0.28,545.32,1,0.053,0.0646,64888,0.41,0.33,0.47,0.53,CBRE,2015-09-29,2024-12-20,2023-05-13
CBRE_00297,Industrial at Los Angeles - 297,3897 Park Ave,Los Angeles,CA,12674,Los Angeles,Los Angeles_Zone_5,Industrial,B,95098,87490,2,1997,27,2006.0,190,4.0,4478476.37,47.09,223923.82,2.35,0.05,16.15,14.54,1535879.31,1463777.67,0.973,92483,2615,0.038,1239853.85,13.04,472062.25,60119.88,272197.08,70362.9,59746.03,305365.71,1,2.15,25.8,28529,92483,92483,0.311,2724911.48,0.648,1.35,0.118,False,,48,False,3446654,249384,2.9,2100268,28241,0.35,491.79,1,0.028,0.05,70541,0.44,0.53,0.48,0.56,Newmark,2019-08-19,2023-03-22,2023-09-04
CBRE_00298,Mixed Use at Chicago - 298,1461 Market Ave,Chicago,IL,34512,Chicago,Chicago_Zone_3,Mixed Use,C,87324,80339,23,1989,35,2010.0,348,1.99,3530801.41,40.43,234798.29,2.69,0.0665,19.87,17.89,1735422.08,1460130.75,0.859,74972,12353,0.141,1225332.45,14.03,434421.19,69126.75,241893.07,159868.08,59597.17,260426.19,7,3.14,37.7,26197,10710,16063,0.272,2050140.77,0.517,1.18,0.104,False,,39,False,4574313,267141,3.52,924527,66505,0.12,382.5,1,0.02,0.0665,36818,0.64,0.22,0.55,0.66,JLL,2023-02-20,2023-05-07,2024-06-01
CBRE_00299,Office at Houston - 299,5719 Main Way,Houston,TX,37571,Houston,Houston_Zone_5,Office,B,45874,42204,23,2005,19,2021.0,90,1.96,5028210.64,109.61,377115.8,8.22,0.075,28.59,25.73,1311652.87,980934.03,0.763,35007,10866,0.224,603818.23,13.16,135035.45,26632.18,117758.46,102535.86,40038.12,181818.15,6,2.56,30.7,13762,5835,6727,0.25,3567210.55,0.74,1.18,0.083,False,,54,False,2911323,166572,3.24,1108972,26967,0.23,223.13,1,0.032,0.075,59182,0.49,0.3,0.54,0.58,Cushman & Wakefield,2021-01-14,2024-09-13,2023-04-09
CBRE_00300,Mixed Use at San Antonio - 300,2046 Business Ave,San Antonio,TX,97123,San Antonio,San Antonio_Zone_1,Mixed Use,B,63032,57989,25,2020,4,,126,2.0,1748453.63,27.74,129560.41,2.06,0.0741,17.53,15.78,1104859.14,930338.74,0.859,54159,8873,0.109,800778.32,12.7,258799.75,34545.26,148871.08,168591.24,37973.01,151997.99,3,2.0,23.9,18910,18053,8356,0.167,1048807.88,0.615,1.92,0.116,False,,70,False,3739168,237643,2.02,1236804,15187,0.37,320.86,2,0.032,0.0741,5659,0.31,0.36,0.39,0.48,Newmark,2019-11-25,2023-12-09,2023-04-07
CBRE_00301,Medical Office at San Antonio - 301,1795 Business Ave,San Antonio,TX,27338,San Antonio,San Antonio_Zone_4,Medical Office,C,38178,35124,5,2018,6,,76,1.99,-328844.05,-8.61,-24367.34,-0.64,0.0741,14.01,12.61,534722.43,460185.1,0.878,33527,4651,0.109,484552.44,12.69,99264.38,30032.26,83991.17,103941.61,18783.07,148539.97,4,6.63,79.5,5760,8382,5463,0.49,-196778.45,0.621,1.82,0.099,True,Gold,87,True,2762751,109318,2.5,568739,9418,0.74,228.67,2,0.024,0.0741,43435,0.51,0.12,0.39,0.13,Newmark,2018-05-27,2023-10-04,2023-12-07
CBRE_00302,Retail at Miami - 302,6599 Business Plaza,Miami,FL,96675,Miami,Miami_Zone_1,Retail,A,70757,65097,1,2015,9,,210,3.96,36388416.7,514.27,2183305.0,30.86,0.06,47.46,42.71,3357930.55,3097609.39,0.941,66604,4153,0.052,914304.39,12.92,253445.16,53098.63,150422.19,118526.77,126433.04,212378.59,3,4.88,58.6,14500,22201,25654,0.221,23653598.35,0.539,1.61,0.089,False,,65,False,3727473,216242,2.82,992862,56551,0.35,303.33,1,0.028,0.06,52988,0.17,0.14,0.45,0.5,Newmark,2018-02-04,2023-02-08,2024-08-03
CBRE_00303,Office at Chicago - 303,5896 Market Ave,Chicago,IL,50416,Chicago,Chicago_Zone_2,Office,B,57549,52945,14,1982,42,1997.0,228,2.97,8564554.65,148.82,599518.83,10.42,0.07,28.17,25.35,1621207.74,1343741.19,0.846,48673,8876,0.201,744222.36,12.93,214047.64,39737.0,128526.66,141964.95,54846.58,165099.53,2,1.84,22.1,17265,24337,8068,0.226,5086465.19,0.745,1.41,0.091,False,,40,False,2695973,173915,2.31,1107501,16867,0.35,362.95,1,0.022,0.07,48123,0.66,0.43,0.56,0.58,Newmark,2017-11-25,2024-02-26,2024-09-11
CBRE_00304,Mixed Use at Houston - 304,3503 Commerce St,Houston,TX,71526,Houston,Houston_Zone_1,Mixed Use,B,91279,83976,24,1996,28,2018.0,182,3.99,-322278.43,-3.53,-22962.34,-0.25,0.0712,18.39,16.55,1678687.12,1351575.04,0.822,74992,16287,0.157,1374537.38,15.06,421106.03,71656.65,306075.39,220505.33,55166.33,300027.65,24,3.3,39.6,27384,3125,21486,0.113,-225228.7,0.597,1.48,0.081,False,,45,False,4486955,187183,3.14,1606663,64261,0.14,577.53,1,0.025,0.0712,47952,0.53,0.19,0.51,0.64,Colliers,2018-04-28,2024-07-21,2024-07-20
CBRE_00305,Data Center at Los Angeles - 305,7693 Park St,Los Angeles,CA,19495,Los Angeles,Los Angeles_Zone_3,Data Center,B,72636,66825,3,2018,6,,216,1.98,25764113.95,354.7,1517506.31,20.89,0.0589,39.31,35.38,2855496.36,2527209.96,0.903,65597,7039,0.136,1009703.65,13.9,185978.43,45575.53,163540.86,269521.38,103151.43,241936.02,9,10.0,120.0,7264,7289,12426,0.473,19235202.75,0.606,1.66,0.082,True,Gold,92,True,12386772,239432,2.81,743975,40313,0.3,294.22,1,0.018,0.0589,26016,0.27,0.07,0.52,0.26,CBRE,2022-06-25,2023-11-26,2023-08-07
CBRE_00306,Industrial at Houston - 306,2167 Commerce Way,Houston,TX,41478,Houston,Houston_Zone_4,Industrial,A,137908,126875,1,1986,38,1999.0,274,3.97,-3555247.38,-25.78,-213314.84,-1.55,0.06,10.19,9.17,1404877.33,1261866.4,0.917,126397,11511,0.069,1475181.24,10.7,296288.82,102688.02,390409.67,185841.17,51504.75,448448.81,2,1.56,18.7,41372,63199,22584,0.264,-2449500.87,0.596,1.5,0.107,False,,57,False,5375648,459748,3.8,1968964,102103,0.29,623.82,1,0.031,0.06,43145,0.44,0.42,0.49,0.55,Newmark,2015-10-15,2023-04-05,2024-10-30
CBRE_00307,Industrial at Houston - 307,6690 Main Ave,Houston,TX,56745,Houston,Houston_Zone_2,Industrial,A,241733,222395,1,2007,17,2021.0,723,1.99,-7502487.24,-31.04,-450149.23,-1.86,0.06,8.85,7.97,2140114.23,1982089.26,0.945,228453,13280,0.069,2432238.49,10.06,545446.84,118607.67,769658.36,399401.52,80901.6,518222.49,3,2.47,29.6,72520,76151,49984,0.51,-4628561.66,0.644,1.48,0.085,False,,73,False,8073571,739864,3.2,5810544,161091,0.29,1113.9,1,0.023,0.06,55508,0.29,0.3,0.49,0.49,Colliers,2020-03-19,2024-02-17,2023-09-03
