tenant_id,property_id,tenant_name,industry,credit_rating,lease_sqft,lease_start_date,lease_end_date,lease_term_years,base_rent_psf,annual_rent,rent_escalation_rate,security_deposit,renewal_probability,payment_history_score,tenant_improvements_cost
T_05446,CBRE_00320,Healthcare Corp 5446,Retail,A,412,2018-09-24,2023-09-23,5,18.036243596995128,7672,0.036,16353,0.64,0.87,11478
T_05447,CBRE_00320,Technology Corp 5447,Finance,BB,588,2023-03-20,2028-03-18,5,19.957114015405534,11130,0.029,23338,0.8,0.89,31872
T_05448,CBRE_00320,Consulting Corp 5448,Healthcare,AA,599,2020-06-12,2023-06-12,3,18.54643480521225,11469,0.021,23758,0.67,0.88,30488
T_05449,CBRE_00320,Retail Corp 5449,Government,B,440,2021-11-20,2026-11-19,5,18.366683996275928,9026,0.027,17453,0.71,0.91,24128
T_05450,CBRE_00320,Manufacturing Corp 5450,Healthcare,BBB,710,2021-09-03,2024-09-02,3,20.69588224291719,13226,0.031,28167,0.92,0.93,27861
T_05451,CBRE_00320,Government Corp 5451,Technology,AAA,713,2018-01-06,2021-01-05,3,20.87267958024918,15153,0.025,28289,0.68,0.99,32988
T_05452,CBRE_00320,Healthcare Corp 5452,Legal,B,439,2023-09-07,2026-09-06,3,18.602353129387083,9412,0.025,17402,0.62,0.86,15066
T_05453,CBRE_00320,Healthcare Corp 5453,Consulting,BB,428,2022-03-05,2025-03-04,3,20.09195432249699,8333,0.021,16994,0.72,0.9,22130
T_05454,CBRE_00320,Consulting Corp 5454,Finance,BB,666,2023-05-02,2026-05-01,3,20.24147323544175,12183,0.023,26416,0.95,0.9,24178
T_05455,CBRE_00320,Healthcare Corp 5455,Legal,BBB,891,2020-11-30,2025-11-29,5,19.587624463085934,16964,0.03,35332,0.78,0.94,31265
T_05456,CBRE_00320,Legal Corp 5456,Manufacturing,B,950,2019-01-16,2022-01-15,3,21.215126592168684,17687,0.04,37668,0.66,1.0,51081
T_05457,CBRE_00320,Finance Corp 5457,Legal,BBB,928,2019-07-14,2026-07-12,7,19.0034744933847,19131,0.036,36822,0.7,0.86,39899
T_05458,CBRE_00320,Healthcare Corp 5458,Education,A,589,2022-11-01,2029-10-30,7,20.463041995855516,11831,0.022,23369,0.68,0.91,32142
T_05459,CBRE_00320,Retail Corp 5459,Technology,B,471,2022-06-18,2027-06-17,5,20.962389598742917,9390,0.022,18690,0.93,0.96,10087
T_05460,CBRE_00320,Government Corp 5460,Healthcare,BBB,952,2023-01-16,2028-01-15,5,21.73720478370791,20480,0.032,37765,0.85,0.97,50289
T_05461,CBRE_00320,Retail Corp 5461,Finance,BB,722,2019-05-29,2024-05-27,5,20.57501119574812,13957,0.038,28650,0.74,0.95,20498
T_05462,CBRE_00320,Government Corp 5462,Education,BBB,561,2018-11-12,2023-11-11,5,20.457587315634864,10577,0.04,22236,0.72,0.87,18447
T_05463,CBRE_00320,Manufacturing Corp 5463,Legal,BBB,891,2022-07-22,2032-07-19,10,20.422029523007758,17508,0.037,35344,0.62,0.9,28043
T_05464,CBRE_00320,Government Corp 5464,Manufacturing,BBB,590,2023-01-24,2026-01-23,3,18.30563367709234,11661,0.029,23406,0.69,0.97,17191
T_05465,CBRE_00320,Government Corp 5465,Legal,AAA,691,2019-11-10,2024-11-08,5,20.610246485985726,12373,0.036,27419,0.69,0.87,25360
T_05466,CBRE_00320,Finance Corp 5466,Manufacturing,BB,696,2018-06-21,2021-06-20,3,21.362604357665226,12704,0.025,27613,0.61,0.98,26311
T_05467,CBRE_00320,Healthcare Corp 5467,Retail,BBB,937,2023-09-30,2028-09-28,5,18.250899574064164,17205,0.034,37149,0.88,0.98,32325
T_05468,CBRE_00320,Healthcare Corp 5468,Manufacturing,AA,965,2022-09-30,2025-09-29,3,20.008075515359383,20067,0.02,38287,0.61,0.94,57532
T_05469,CBRE_00320,Retail Corp 5469,Consulting,A,813,2018-05-25,2028-05-22,10,20.234224293049994,14699,0.031,32257,0.63,0.9,44269
T_05470,CBRE_00320,Manufacturing Corp 5470,Non-Profit,BBB,916,2019-07-10,2024-07-08,5,18.73530058074065,18810,0.027,36324,0.68,0.94,22413
T_05471,CBRE_00320,Manufacturing Corp 5471,Education,AA,780,2022-06-27,2025-06-26,3,18.660904778314578,15688,0.027,30932,0.66,0.92,36516
T_05472,CBRE_00320,Finance Corp 5472,Retail,A,766,2019-04-14,2026-04-12,7,21.50434206383033,14083,0.028,30361,0.71,0.92,24913
T_05473,CBRE_00320,Government Corp 5473,Non-Profit,BB,836,2022-03-06,2025-03-05,3,19.71018244071376,16658,0.027,33136,0.94,0.96,25013
T_05474,CBRE_00320,Technology Corp 5474,Legal,BBB,484,2020-09-04,2027-09-03,7,18.030024436673013,9750,0.032,19199,0.84,0.96,22184
T_05475,CBRE_00320,Non-Profit Corp 5475,Healthcare,BB,551,2022-02-24,2025-02-23,3,20.686192022560146,11568,0.025,21851,0.75,0.89,17820
T_05476,CBRE_00320,Legal Corp 5476,Retail,BBB,965,2019-01-31,2024-01-30,5,17.984365289114344,20315,0.034,38278,0.95,0.89,52805
T_05477,CBRE_00320,Retail Corp 5477,Retail,BB,730,2022-08-21,2025-08-20,3,19.49934719448077,14384,0.024,28942,0.93,0.91,39195
T_05478,CBRE_00320,Education Corp 5478,Technology,B,485,2020-05-07,2025-05-06,5,20.54402427616544,9832,0.028,19222,0.68,0.85,28707
T_05479,CBRE_00320,Non-Profit Corp 5479,Non-Profit,AA,826,2019-03-18,2024-03-16,5,20.98621519587376,14775,0.026,32749,0.78,0.99,35455
T_05480,CBRE_00320,Manufacturing Corp 5480,Finance,A,522,2023-02-19,2028-02-18,5,18.421469852510604,10320,0.025,20720,0.63,0.88,21331
T_05481,CBRE_00320,Legal Corp 5481,Healthcare,A,497,2023-09-06,2030-09-04,7,18.13928811049843,10570,0.03,19729,0.64,0.95,14388
T_05482,CBRE_00320,Government Corp 5482,Legal,A,382,2018-08-21,2021-08-20,3,19.920486745903677,7963,0.03,15166,0.91,0.87,19183
T_05483,CBRE_00320,Technology Corp 5483,Legal,BB,686,2020-12-06,2025-12-05,5,21.1458449664001,13264,0.036,27203,0.84,0.91,40324
T_05484,CBRE_00320,Consulting Corp 5484,Manufacturing,BB,349,2019-05-01,2024-04-29,5,19.005544090333814,6770,0.036,13838,0.73,0.95,16239
T_05485,CBRE_00320,Finance Corp 5485,Retail,B,900,2018-08-29,2025-08-27,7,21.42204060820522,17371,0.035,35703,0.89,0.97,20262
T_05486,CBRE_00320,Manufacturing Corp 5486,Healthcare,BBB,470,2019-05-06,2024-05-04,5,18.331389251045977,8467,0.036,18633,0.64,0.87,20119
T_05487,CBRE_00320,Manufacturing Corp 5487,Healthcare,BBB,809,2022-05-05,2027-05-04,5,18.30794301673308,17376,0.035,32090,0.65,0.86,36991
T_05488,CBRE_00320,Consulting Corp 5488,Consulting,A,553,2018-04-03,2025-04-01,7,20.354233899358498,11049,0.025,21935,0.72,0.99,18392
T_05489,CBRE_00320,Manufacturing Corp 5489,Government,AA,844,2023-09-18,2028-09-16,5,19.252174322932536,15874,0.026,33469,0.85,0.86,46831
T_05490,CBRE_00321,Technology Corp 5490,Consulting,B,18813,2020-11-11,2030-11-09,10,28.50532369319262,610171,0.025,1135176,0.8,0.97,635187
T_05491,CBRE_00321,Manufacturing Corp 5491,Healthcare,BBB,764,2018-04-21,2021-04-20,3,32.90337179179561,21238,0.035,46070,0.65,0.99,39706
T_05492,CBRE_00321,Healthcare Corp 5492,Manufacturing,A,570,2023-10-05,2026-10-04,3,30.839463470729903,18340,0.037,34422,0.89,1.0,12680
T_05493,CBRE_00321,Education Corp 5493,Finance,AA,651,2020-02-07,2025-02-05,5,28.419795322377528,20405,0.034,39290,0.81,0.89,17275
T_05494,CBRE_00321,Government Corp 5494,Finance,AA,527,2019-03-20,2024-03-18,5,29.521807796190288,15649,0.038,31822,0.93,0.98,18736
T_05495,CBRE_00321,Retail Corp 5495,Finance,AA,766,2023-06-08,2028-06-06,5,29.884707156146657,22945,0.034,46246,0.89,0.9,16591
T_05496,CBRE_00321,Manufacturing Corp 5496,Technology,AAA,396,2022-06-05,2025-06-04,3,30.34356401576757,11074,0.028,23882,0.78,0.88,11064
T_05497,CBRE_00321,Healthcare Corp 5497,Retail,B,376,2018-07-06,2023-07-05,5,31.159485151821283,11871,0.023,22696,0.61,0.93,12493
T_05498,CBRE_00321,Healthcare Corp 5498,Non-Profit,BB,393,2018-10-11,2021-10-10,3,28.88072688354874,11347,0.03,23694,0.74,0.87,17169
T_05499,CBRE_00321,Education Corp 5499,Manufacturing,BB,517,2020-12-17,2030-12-15,10,30.40053650427699,14570,0.023,31168,0.67,0.94,11488
T_05500,CBRE_00321,Government Corp 5500,Technology,A,698,2022-10-01,2027-09-30,5,32.754971454337635,21818,0.035,42095,0.67,0.95,35235
T_05501,CBRE_00321,Government Corp 5501,Manufacturing,BBB,610,2023-03-09,2028-03-07,5,30.62628050929002,17224,0.025,36784,0.82,0.94,25719
T_05502,CBRE_00321,Manufacturing Corp 5502,Technology,A,918,2018-12-24,2021-12-23,3,32.75814106113775,27443,0.023,55370,0.76,0.97,36735
T_05503,CBRE_00321,Consulting Corp 5503,Manufacturing,AA,1040,2023-07-12,2026-07-11,3,29.221207242821407,31516,0.024,62735,0.93,0.94,57602
T_05504,CBRE_00321,Consulting Corp 5504,Finance,AAA,469,2022-05-04,2025-05-03,3,32.68352635318202,14728,0.036,28329,0.7,0.85,18458
T_05505,CBRE_00321,Non-Profit Corp 5505,Government,A,1078,2022-10-07,2025-10-06,3,29.030949131214914,34678,0.036,65057,0.66,0.93,43205
T_05506,CBRE_00321,Education Corp 5506,Retail,AA,662,2021-08-22,2031-08-20,10,28.809362462423444,20481,0.038,39920,0.66,0.92,39133
T_05507,CBRE_00321,Government Corp 5507,Retail,BBB,601,2018-08-20,2023-08-19,5,31.482634057180885,16864,0.025,36285,0.74,1.0,20416
T_05508,CBRE_00321,Education Corp 5508,Retail,BBB,1024,2021-03-04,2024-03-03,3,28.12374543554998,29675,0.027,61806,0.75,0.99,46339
T_05509,CBRE_00321,Finance Corp 5509,Healthcare,BBB,1067,2018-01-21,2023-01-20,5,30.855582966872674,33035,0.031,64379,0.85,0.9,55938
T_05510,CBRE_00321,Manufacturing Corp 5510,Education,B,522,2018-07-04,2025-07-02,7,27.954282325518452,16346,0.039,31490,0.92,0.98,11446
T_05511,CBRE_00321,Manufacturing Corp 5511,Finance,BB,545,2020-01-24,2030-01-21,10,30.361788495616878,18003,0.024,32855,0.82,0.94,18305
T_05512,CBRE_00321,Healthcare Corp 5512,Technology,AA,713,2021-03-22,2028-03-20,7,32.57745615036861,21558,0.029,43024,0.62,0.87,38696
T_05513,CBRE_00321,Retail Corp 5513,Non-Profit,A,849,2021-06-16,2026-06-15,5,32.66014954760579,24140,0.023,51206,0.93,0.89,46250
T_05514,CBRE_00321,Consulting Corp 5514,Legal,BB,921,2021-08-10,2024-08-09,3,30.758910501192627,26414,0.038,55561,0.85,0.99,34529
T_05515,CBRE_00321,Education Corp 5515,Non-Profit,BBB,455,2020-09-27,2025-09-26,5,28.27533398833467,12559,0.024,27429,0.85,0.95,21372
T_05516,CBRE_00321,Government Corp 5516,Manufacturing,BB,1019,2021-04-13,2024-04-12,3,31.830259284482054,28962,0.024,61463,0.73,0.86,50131
T_05517,CBRE_00321,Technology Corp 5517,Government,BBB,846,2018-03-17,2023-03-16,5,32.90913121529277,27882,0.021,51077,0.6,0.99,35055
T_05518,CBRE_00321,Consulting Corp 5518,Technology,A,869,2023-05-28,2026-05-27,3,29.197429340597743,23937,0.036,52412,0.82,0.97,29458
T_05519,CBRE_00321,Finance Corp 5519,Government,BBB,523,2020-08-15,2023-08-15,3,30.558500453278263,16680,0.025,31531,0.92,0.93,14719
T_05520,CBRE_00321,Government Corp 5520,Retail,BB,661,2022-02-23,2027-02-22,5,31.83397470455193,20233,0.035,39876,0.85,0.92,17231
T_05521,CBRE_00321,Technology Corp 5521,Non-Profit,A,555,2020-04-06,2025-04-05,5,28.39217365186098,15177,0.024,33462,0.79,0.87,11742
T_05522,CBRE_00321,Retail Corp 5522,Consulting,BBB,416,2018-02-09,2028-02-07,10,30.471742047570984,13558,0.02,25092,0.8,0.85,24422
T_05523,CBRE_00321,Manufacturing Corp 5523,Retail,BBB,593,2021-06-29,2031-06-27,10,32.4543117804725,16214,0.038,35810,0.67,0.9,13617
T_05524,CBRE_00321,Consulting Corp 5524,Technology,BB,1024,2018-06-26,2021-06-25,3,32.39013789093474,29897,0.026,61786,0.83,0.88,40290
T_05525,CBRE_00321,Education Corp 5525,Consulting,BBB,464,2022-10-19,2027-10-18,5,32.74557611572519,13457,0.027,28003,0.84,0.96,15355
T_05526,CBRE_00321,Healthcare Corp 5526,Consulting,BBB,1029,2019-07-29,2024-07-27,5,28.6814415920163,30563,0.039,62088,0.79,0.93,37452
T_05527,CBRE_00321,Retail Corp 5527,Manufacturing,AA,765,2022-09-08,2025-09-07,3,31.103275737314252,21924,0.029,46144,0.86,0.93,15715
T_05528,CBRE_00321,Technology Corp 5528,Government,BB,583,2023-06-15,2030-06-13,7,30.138276766052478,18617,0.037,35185,0.77,0.99,34762
T_05529,CBRE_00321,Retail Corp 5529,Consulting,BBB,489,2018-09-03,2023-09-02,5,31.614027399625524,13508,0.035,29484,0.86,0.93,14919
T_05530,CBRE_00321,Technology Corp 5530,Non-Profit,BB,738,2020-06-30,2023-06-30,3,30.239991524042882,20179,0.024,44504,0.93,0.97,32038
T_05531,CBRE_00321,Finance Corp 5531,Retail,BB,417,2020-04-14,2030-04-12,10,32.977241510523015,12437,0.032,25182,0.81,0.85,8805
T_05532,CBRE_00321,Technology Corp 5532,Education,BBB,467,2020-01-12,2025-01-10,5,29.406051055238855,14525,0.021,28174,0.9,1.0,10371
T_05533,CBRE_00321,Manufacturing Corp 5533,Legal,A,875,2023-02-07,2026-02-06,3,29.813896287288973,25720,0.029,52796,0.88,1.0,22516
T_05534,CBRE_00321,Healthcare Corp 5534,Finance,B,900,2023-12-17,2028-12-15,5,31.023861673304193,28266,0.023,54320,0.85,1.0,52559
T_05535,CBRE_00321,Education Corp 5535,Finance,BBB,658,2021-12-12,2026-12-11,5,28.758211523893955,17996,0.033,39698,0.92,0.99,28436
T_05536,CBRE_00321,Healthcare Corp 5536,Healthcare,A,430,2021-05-07,2031-05-05,10,30.114766781915655,12488,0.028,25941,0.89,0.97,8742
T_05537,CBRE_00321,Government Corp 5537,Manufacturing,AA,450,2019-09-04,2024-09-02,5,31.302326354827574,13968,0.025,27161,0.73,0.92,9818
T_05538,CBRE_00321,Consulting Corp 5538,Retail,BBB,474,2023-03-29,2028-03-27,5,33.02591571365027,15026,0.039,28590,0.81,0.85,11254
T_05539,CBRE_00321,Government Corp 5539,Non-Profit,BB,866,2021-09-27,2026-09-26,5,29.164946506412523,28084,0.028,52263,0.62,1.0,34290
T_05540,CBRE_00321,Legal Corp 5540,Education,AA,615,2020-01-19,2025-01-17,5,29.95985128812845,19073,0.03,37137,0.84,0.97,33782
T_05541,CBRE_00321,Non-Profit Corp 5541,Government,CCC,767,2018-11-09,2021-11-08,3,27.480548310855294,22356,0.031,46277,0.67,0.99,29468
T_05542,CBRE_00321,Technology Corp 5542,Finance,BBB,863,2020-09-27,2023-09-27,3,27.43017761995693,28314,0.021,52077,0.74,0.98,50001
T_05543,CBRE_00321,Retail Corp 5543,Retail,BB,698,2018-05-16,2021-05-15,3,31.062371764180835,21462,0.02,42147,0.94,0.87,19096
T_05544,CBRE_00321,Technology Corp 5544,Healthcare,B,1075,2020-10-30,2025-10-29,5,32.07810082711127,30114,0.036,64889,0.84,0.97,57785
T_05545,CBRE_00321,Non-Profit Corp 5545,Finance,BB,612,2022-08-06,2027-08-05,5,29.886510416284217,19765,0.037,36918,0.89,0.88,28063
T_05546,CBRE_00321,Manufacturing Corp 5546,Education,BBB,978,2023-03-29,2033-03-26,10,30.352205263551053,28610,0.028,58987,0.91,0.88,30467
T_05547,CBRE_00321,Finance Corp 5547,Retail,BBB,724,2019-01-14,2024-01-13,5,30.7979532314145,19748,0.035,43691,0.72,0.94,38584
T_05548,CBRE_00321,Consulting Corp 5548,Manufacturing,BBB,612,2018-11-28,2025-11-26,7,31.393055842867668,16994,0.034,36916,0.89,0.97,22976
T_05549,CBRE_00321,Manufacturing Corp 5549,Technology,A,1016,2019-04-25,2026-04-23,7,28.42159125713367,32214,0.033,61308,0.84,0.89,36562
T_05550,CBRE_00321,Healthcare Corp 5550,Consulting,BB,549,2020-06-14,2025-06-13,5,31.052689844296943,15721,0.027,33113,0.81,0.86,27981
T_05551,CBRE_00321,Finance Corp 5551,Manufacturing,BB,940,2018-07-12,2025-07-10,7,31.64194297017948,28875,0.025,56743,0.63,0.88,26072
T_05552,CBRE_00321,Finance Corp 5552,Legal,AA,910,2021-07-22,2028-07-20,7,30.99367400601093,27753,0.037,54923,0.71,0.89,49021
T_05553,CBRE_00321,Non-Profit Corp 5553,Consulting,BBB,522,2019-03-22,2022-03-21,3,31.371093463874683,15079,0.027,31498,0.79,0.91,20704
T_05554,CBRE_00321,Consulting Corp 5554,Non-Profit,A,692,2019-03-11,2022-03-10,3,31.67441371151905,18984,0.04,41742,0.7,0.9,20695
T_05555,CBRE_00321,Education Corp 5555,Education,AA,798,2021-04-27,2028-04-25,7,29.848187587885477,23261,0.039,48133,0.9,0.87,29663
T_05556,CBRE_00321,Legal Corp 5556,Technology,AA,684,2020-10-17,2023-10-17,3,29.627736989179095,21323,0.025,41247,0.91,0.9,39211
T_05557,CBRE_00321,Retail Corp 5557,Non-Profit,BB,718,2019-01-20,2022-01-19,3,27.618142699239698,22253,0.039,43330,0.76,0.91,29889
T_05558,CBRE_00321,Government Corp 5558,Legal,BB,882,2019-08-20,2022-08-19,3,27.596964366360936,24566,0.033,53249,0.67,0.88,48585
T_05559,CBRE_00321,Manufacturing Corp 5559,Consulting,BBB,625,2018-09-14,2023-09-13,5,30.648864579837028,19581,0.02,37732,0.91,0.9,28605
T_05560,CBRE_00321,Healthcare Corp 5560,Consulting,BB,450,2019-06-09,2026-06-07,7,32.00948439018385,13166,0.024,27175,0.72,0.86,13875
T_05561,CBRE_00321,Education Corp 5561,Technology,B,801,2022-06-09,2029-06-07,7,28.911101271606874,25033,0.04,48348,0.81,0.91,24444
T_05562,CBRE_00321,Non-Profit Corp 5562,Manufacturing,BB,590,2022-04-08,2029-04-06,7,31.856779359412773,17672,0.023,35575,0.75,0.96,31973
T_05563,CBRE_00321,Healthcare Corp 5563,Consulting,BBB,421,2019-05-18,2029-05-15,10,27.579388522119018,11935,0.037,25374,0.87,0.88,10119
T_05564,CBRE_00321,Consulting Corp 5564,Technology,B,419,2020-01-07,2027-01-05,7,27.744263249458086,11441,0.023,25298,0.87,0.87,14628
T_05565,CBRE_00321,Manufacturing Corp 5565,Legal,A,407,2018-09-16,2023-09-15,5,30.542088917263865,12926,0.029,24587,0.73,0.89,13422
T_05566,CBRE_00321,Technology Corp 5566,Manufacturing,A,622,2018-05-25,2023-05-24,5,30.556930663073924,19469,0.021,37552,0.84,0.87,19898
T_05567,CBRE_00321,Healthcare Corp 5567,Consulting,CCC,896,2018-12-13,2025-12-11,7,29.053107936457035,26147,0.034,54089,0.9,0.88,48574
T_05568,CBRE_00321,Consulting Corp 5568,Government,BB,1010,2020-07-26,2025-07-25,5,29.864118369311836,29839,0.032,60972,0.79,0.92,53300
T_05569,CBRE_00321,Non-Profit Corp 5569,Retail,BBB,487,2021-07-27,2026-07-26,5,27.70083429675352,15947,0.035,29407,0.86,0.94,14185
T_05570,CBRE_00321,Finance Corp 5570,Legal,BB,437,2019-05-11,2024-05-09,5,28.046819921722474,14012,0.029,26354,0.88,0.92,9636
T_05571,CBRE_00321,Legal Corp 5571,Technology,BB,802,2019-11-15,2024-11-13,5,28.49601466275757,21896,0.026,48381,0.65,0.9,22708
T_05572,CBRE_00321,Retail Corp 5572,Legal,BBB,432,2022-12-06,2025-12-05,3,27.231061105186534,12914,0.037,26068,0.63,0.9,15172
T_05573,CBRE_00321,Finance Corp 5573,Non-Profit,BBB,624,2020-08-28,2027-08-27,7,28.280734840398846,19959,0.026,37648,0.72,0.95,22058
T_05574,CBRE_00321,Consulting Corp 5574,Non-Profit,BBB,374,2019-02-04,2022-02-03,3,33.12723982650182,10548,0.038,22550,0.92,0.91,14378
T_05575,CBRE_00321,Government Corp 5575,Non-Profit,BBB,726,2019-06-20,2026-06-18,7,29.913680456936497,24058,0.032,43786,0.9,0.93,19207
T_05576,CBRE_00321,Manufacturing Corp 5576,Non-Profit,A,1076,2018-11-30,2023-11-29,5,31.07641899840435,35700,0.035,64937,0.88,0.94,37373
T_05577,CBRE_00321,Retail Corp 5577,Education,AA,836,2019-02-21,2026-02-19,7,27.243563235154685,23122,0.029,50415,0.74,0.88,18163
T_05578,CBRE_00321,Manufacturing Corp 5578,Government,BBB,863,2018-05-14,2021-05-13,3,30.042832686306188,24560,0.03,52050,0.64,0.85,41343
T_05579,CBRE_00321,Education Corp 5579,Technology,BBB,966,2022-03-20,2032-03-17,10,32.48323112347027,31864,0.038,58270,0.94,0.97,53582
T_05580,CBRE_00321,Retail Corp 5580,Retail,BBB,717,2019-04-19,2022-04-18,3,28.39138585689493,22984,0.032,43289,0.67,0.97,29865
T_05581,CBRE_00321,Retail Corp 5581,Retail,BBB,512,2021-04-05,2026-04-04,5,31.675246907459247,15217,0.026,30907,0.94,0.96,27201
T_05582,CBRE_00321,Government Corp 5582,Healthcare,AAA,588,2023-01-22,2030-01-20,7,29.045761128125235,19255,0.027,35493,0.72,0.93,22300
T_05583,CBRE_00321,Government Corp 5583,Government,BB,983,2018-02-26,2023-02-25,5,32.4636004089227,29165,0.026,59328,0.82,0.96,26389
T_05584,CBRE_00321,Legal Corp 5584,Education,BB,476,2021-03-31,2024-03-30,3,30.355259473445145,14506,0.02,28737,0.95,0.97,17977
T_05585,CBRE_00321,Healthcare Corp 5585,Manufacturing,BB,410,2019-04-21,2024-04-19,5,28.08666714926913,11952,0.02,24751,0.94,0.97,23444
T_05586,CBRE_00321,Consulting Corp 5586,Manufacturing,AA,394,2018-01-28,2025-01-26,7,31.841942693983356,12229,0.04,23758,0.65,0.94,22792
T_05587,CBRE_00321,Technology Corp 5587,Non-Profit,CCC,900,2020-01-02,2023-01-01,3,27.586867028266916,29731,0.026,54302,0.9,0.93,50849
T_05588,CBRE_00321,Finance Corp 5588,Government,A,671,2018-07-05,2023-07-04,5,28.738535723422387,20850,0.038,40458,0.7,0.89,32604
T_05589,CBRE_00321,Education Corp 5589,Retail,B,368,2020-11-29,2025-11-28,5,31.4284555769143,11766,0.023,22230,0.73,0.89,17907
T_05590,CBRE_00321,Finance Corp 5590,Legal,AA,378,2020-01-17,2027-01-15,7,29.628994112789997,10524,0.033,22824,0.71,0.86,8251
T_05591,CBRE_00321,Education Corp 5591,Retail,AA,533,2021-05-26,2028-05-24,7,27.99240309747163,16393,0.039,32185,0.79,0.96,22945
T_05592,CBRE_00321,Consulting Corp 5592,Consulting,BBB,438,2023-01-25,2026-01-24,3,28.0527801166729,14495,0.027,26409,0.77,0.94,23645
T_05593,CBRE_00321,Retail Corp 5593,Government,A,1048,2023-06-19,2028-06-17,5,28.297340937155372,33016,0.029,63222,0.89,0.93,32803
T_05594,CBRE_00321,Government Corp 5594,Technology,BB,853,2021-05-05,2026-05-04,5,30.50335866427975,23569,0.035,51492,0.89,0.88,19369
T_05595,CBRE_00321,Healthcare Corp 5595,Non-Profit,BBB,934,2020-03-23,2027-03-22,7,29.738797648222736,30793,0.036,56366,0.74,0.99,55806
T_05596,CBRE_00321,Non-Profit Corp 5596,Healthcare,BBB,585,2020-06-16,2023-06-16,3,28.128050509474164,16404,0.029,35290,0.77,0.87,23670
T_05597,CBRE_00321,Non-Profit Corp 5597,Retail,BBB,490,2023-10-19,2028-10-17,5,32.60369924418771,15833,0.032,29538,0.65,0.99,21983
T_05598,CBRE_00321,Non-Profit Corp 5598,Manufacturing,BB,946,2023-10-12,2028-10-10,5,31.607570198639138,28072,0.035,57088,0.77,0.9,31106
T_05599,CBRE_00321,Manufacturing Corp 5599,Technology,BB,489,2019-12-23,2022-12-22,3,32.19094028744691,13805,0.036,29501,0.77,0.99,12503
T_05600,CBRE_00321,Consulting Corp 5600,Education,BBB,401,2023-08-29,2033-08-26,10,30.212135786922023,12482,0.029,24170,0.75,1.0,21027
T_05601,CBRE_00321,Government Corp 5601,Legal,A,870,2020-11-20,2030-11-18,10,29.896172042268823,26198,0.034,52472,0.78,0.94,31265
T_05602,CBRE_00321,Manufacturing Corp 5602,Education,A,882,2018-03-11,2021-03-10,3,32.33150843725159,25357,0.034,53208,0.63,0.96,22832
T_05603,CBRE_00321,Healthcare Corp 5603,Manufacturing,BBB,477,2018-03-03,2025-03-01,7,29.79963234637388,15221,0.04,28765,0.67,0.86,18363
T_05604,CBRE_00321,Non-Profit Corp 5604,Finance,BBB,570,2023-12-01,2028-11-29,5,29.294961562876857,16195,0.024,34380,0.74,0.95,19079
T_05605,CBRE_00321,Finance Corp 5605,Manufacturing,A,598,2022-08-20,2027-08-19,5,29.57022437678228,19427,0.037,36066,0.74,0.86,33206
T_05606,CBRE_00321,Legal Corp 5606,Legal,BB,651,2019-02-19,2024-02-18,5,32.346244428750225,18117,0.022,39252,0.88,0.92,37655
T_05607,CBRE_00321,Finance Corp 5607,Non-Profit,BBB,1045,2020-04-13,2023-04-13,3,32.23187840433505,31267,0.021,63026,0.68,0.86,37947
T_05608,CBRE_00321,Consulting Corp 5608,Healthcare,BBB,866,2020-06-23,2025-06-22,5,27.44995663721509,25017,0.032,52251,0.76,0.9,42155
T_05609,CBRE_00321,Healthcare Corp 5609,Manufacturing,BB,642,2020-05-19,2025-05-18,5,32.97909597445012,20885,0.024,38730,0.73,0.96,37938
T_05610,CBRE_00321,Education Corp 5610,Manufacturing,BBB,880,2022-11-22,2025-11-21,3,28.31726849228889,25099,0.033,53091,0.78,0.87,23006
T_05611,CBRE_00321,Retail Corp 5611,Legal,BBB,376,2018-11-18,2023-11-17,5,32.93269669062491,11149,0.027,22680,0.81,0.93,14315
T_05612,CBRE_00321,Manufacturing Corp 5612,Non-Profit,A,725,2021-09-04,2031-09-02,10,30.593207037940545,19854,0.026,43776,0.84,0.92,35699
T_05613,CBRE_00321,Consulting Corp 5613,Retail,BBB,474,2021-06-16,2028-06-14,7,28.610855771693707,14396,0.022,28617,0.88,0.95,23934
T_05614,CBRE_00321,Retail Corp 5614,Finance,BB,774,2022-07-11,2027-07-10,5,28.512975545087,24191,0.031,46687,0.77,0.93,23899
T_05615,CBRE_00321,Retail Corp 5615,Education,BB,389,2019-03-17,2029-03-14,10,28.731402157320826,11705,0.039,23450,0.79,0.91,8357
T_05616,CBRE_00321,Education Corp 5616,Education,BB,785,2023-09-02,2028-08-31,5,32.49898772656675,23243,0.028,47364,0.92,0.9,36469
T_05617,CBRE_00321,Manufacturing Corp 5617,Legal,BB,810,2018-03-20,2023-03-19,5,32.733309686559416,25919,0.027,48897,0.75,0.99,24989
T_05618,CBRE_00321,Manufacturing Corp 5618,Government,BBB,597,2021-02-22,2028-02-21,7,28.164415095973432,16600,0.034,36015,0.73,0.94,29749
T_05619,CBRE_00321,Government Corp 5619,Consulting,BB,931,2021-05-30,2026-05-29,5,29.659193378273212,30539,0.036,56171,0.86,0.89,32126
T_05620,CBRE_00321,Government Corp 5620,Healthcare,AAA,976,2022-02-16,2027-02-15,5,32.864643920221425,29258,0.03,58900,0.87,0.94,24263
T_05621,CBRE_00321,Healthcare Corp 5621,Manufacturing,BBB,438,2018-03-13,2025-03-11,7,31.880402174369095,14526,0.033,26432,0.7,0.98,13556
